soc6,Occupation Title,AIOE,communication,responsibility,physical,criticality,routine,job_zone_score,theta,theta_min,missing_context_or_zone,C_AIOE
11-3051,Industrial Production Managers,0.5086878,3.8358333333333334,4.538333333333333,3.1533333333333333,4.141111111111112,97.44333333333333,75.0,0.3135199074074074,0.1771027777777778,False,0.4392940704463889
11-3051,Industrial Production Managers,0.5086878,3.8358333333333334,4.538333333333333,3.1533333333333333,4.141111111111112,97.44333333333333,50.0,0.27185324074074074,0.1771027777777778,False,0.4604893954463889
11-3061,Purchasing Managers,1.423426,3.7,3.315,2.055,3.3166666666666664,97.21,75.0,0.3076611111111111,0.1771027777777778,False,1.2375858738166667
11-3071,"Transportation, Storage, and Distribution Managers",0.8907923,3.7675,3.895,2.7024999999999997,3.6,97.485,75.0,0.31074999999999997,0.1771027777777778,False,0.7717403835280556
11-3071,"Transportation, Storage, and Distribution Managers",0.8907923,3.7675,3.895,2.7024999999999997,3.6,97.485,75.0,0.31074999999999997,0.1771027777777778,False,0.7717403835280556
11-3111,Compensation and Benefits Managers,1.298235,3.6100000000000003,3.3099999999999996,1.65,3.6033333333333335,97.29,75.0,0.3074388888888889,0.1771027777777778,False,1.1290280987916668
11-3121,Human Resources Managers,1.320417,3.79,3.775,2.14,3.7866666666666666,97.32,75.0,0.3096861111111111,0.1771027777777778,False,1.1453517127500001
11-3131,Training and Development Managers,1.284423,4.05,2.73,2.1799999999999997,3.06,98.04,75.0,0.30843333333333334,0.1771027777777778,False,1.1157390138416667
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",-0.1443684,3.38,4.154999999999999,4.005,3.7099999999999995,97.66,75.0,0.3131833333333333,0.1771027777777778,False,-0.12472266792333334
11-9021,Construction Managers,1.029139,3.915,4.225,3.675,3.9333333333333336,98.1,75.0,0.31474722222222223,0.1771027777777778,False,0.8874837340888889
11-9031,"Education Administrators, Preschool and Child Care Center/Program",0.838007,3.54,4.33,3.155,4.236666666666667,97.9,75.0,0.31360277777777784,0.1771027777777778,False,0.7236190444999999
11-9032,"Education Administrators, Elementary and Secondary School",1.048811,4.12,3.875,3.1550000000000002,3.3266666666666667,98.96,100.0,0.3557277777777778,0.1771027777777778,False,0.861467135125
11-9033,"Education Administrators, Postsecondary",1.461149,3.9899999999999998,3.625,2.085,3.8166666666666664,98.12,100.0,0.35272777777777775,0.1771027777777778,False,1.204534706875
11-9039,"Education Administrators, All Other",0.3541265,,,,,,,,0.1771027777777778,True,
11-9041,Engineering Managers,0.8370105,3.8275,3.64,2.535,3.716666666666667,97.94,100.0,0.3527652777777778,0.1771027777777778,False,0.6899791430437501
11-9041,Engineering Managers,0.8370105,3.8275,3.64,2.535,3.716666666666667,97.94,75.0,0.31109861111111115,0.1771027777777778,False,0.72485458054375
11-9051,Food Service Managers,-0.1213112,3.76,4.395,3.135,3.8633333333333333,98.29,25.0,0.23073888888888888,0.1771027777777778,False,-0.11480453899777777
11-9061,Funeral Directors,0.3719018,,,,,,,,0.1771027777777778,True,
11-9071,Gaming Managers,0.8299207,3.8049999999999997,4.3149999999999995,2.62,4.153333333333333,97.57,25.0,0.2291055555555555,0.1771027777777778,False,0.7867625182647222
11-9081,Lodging Managers,0.4021726,4.25,4.359999999999999,2.21,3.8899999999999992,97.14,75.0,0.3114166666666667,0.1771027777777778,False,0.34815523408944443
11-9111,Medical and Health Services Managers,1.260259,3.785,3.5300000000000002,2.0,3.346666666666667,97.14,75.0,0.3080027777777778,0.1771027777777778,False,1.0952910969
11-9121,Natural Sciences Managers,1.327906,3.6833333333333336,3.601666666666667,2.315,3.417777777777778,98.18333333333334,100.0,0.35200185185185184,0.1771027777777778,False,1.0956564701425926
11-9121,Natural Sciences Managers,1.327906,3.6833333333333336,3.601666666666667,2.315,3.417777777777778,98.18333333333334,75.0,0.3103351851851852,0.1771027777777778,False,1.1509858868092593
11-9121,Natural Sciences Managers,1.327906,3.6833333333333336,3.601666666666667,2.315,3.417777777777778,98.18333333333334,75.0,0.3103351851851852,0.1771027777777778,False,1.1509858868092593
11-9131,Postmasters and Mail Superintendents,0.8233757,4.355,4.42,3.035,3.6300000000000003,97.38,25.0,0.2297,0.1771027777777778,False,0.7800684253347223
11-9141,"Property, Real Estate, and Community Association Managers",1.215396,3.67,3.675,2.9,3.6,97.8,75.0,0.311075,0.1771027777777778,False,1.052566697
11-9151,Social and Community Service Managers,1.156153,3.9299999999999997,4.07,2.17,3.8433333333333333,97.77,75.0,0.31130555555555556,0.1771027777777778,False,1.0009940558638888
11-9161,Emergency Management Directors,1.030768,3.715,3.8449999999999998,2.9050000000000002,3.456666666666667,98.14,75.0,0.31176944444444443,0.1771027777777778,False,0.8919579093333333
11-9199,"Managers, All Other",0.9646872,3.6833333333333336,3.8116666666666665,2.7066666666666666,3.679444444444444,98.04166666666667,75.0,0.31153796296296293,0.1771027777777778,False,0.8349992976222222
11-9199,"Managers, All Other",0.9646872,3.6833333333333336,3.8116666666666665,2.7066666666666666,3.679444444444444,98.04166666666667,75.0,0.31153796296296293,0.1771027777777778,False,0.8349992976222222
11-9199,"Managers, All Other",0.9646872,3.6833333333333336,3.8116666666666665,2.7066666666666666,3.679444444444444,98.04166666666667,75.0,0.31153796296296293,0.1771027777777778,False,0.8349992976222222
11-9199,"Managers, All Other",0.9646872,3.6833333333333336,3.8116666666666665,2.7066666666666666,3.679444444444444,98.04166666666667,50.0,0.2698712962962963,0.1771027777777778,False,0.8751945976222222
11-9199,"Managers, All Other",0.9646872,3.6833333333333336,3.8116666666666665,2.7066666666666666,3.679444444444444,98.04166666666667,75.0,0.31153796296296293,0.1771027777777778,False,0.8349992976222222
11-9199,"Managers, All Other",0.9646872,3.6833333333333336,3.8116666666666665,2.7066666666666666,3.679444444444444,98.04166666666667,75.0,0.31153796296296293,0.1771027777777778,False,0.8349992976222222
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",1.068559,3.275,2.815,1.935,3.8633333333333333,98.34,75.0,0.3087138888888889,0.1771027777777778,False,0.9279247627222222
13-1021,"Purchasing Agents and Buyers, Farm Products",0.7687054,3.495,3.725,2.62,4.303333333333334,97.05,75.0,0.3103222222222222,0.1771027777777778,False,0.6662988936705555
13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.8188258,3.58,3.31,2.325,4.0,98.19,50.0,0.26900833333333335,0.1771027777777778,False,0.7435711599477778
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.509181,3.765,3.3,2.105,3.6133333333333333,97.11,75.0,0.3081555555555555,0.1771027777777778,False,1.3113986377805558
13-1031,"Claims Adjusters, Examiners, and Investigators",1.274024,3.025,3.2199999999999998,2.23,4.026666666666666,97.02,75.0,0.30753611111111107,0.1771027777777778,False,1.1078488029333333
13-1032,"Insurance Appraisers, Auto Damage",0.6634955,3.0300000000000002,2.935,3.38,3.9666666666666663,96.75,50.0,0.26676944444444445,0.1771027777777778,False,0.6040020701666666
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,3.5178571428571423,3.194285714285714,3.032857142857143,3.567619047619047,97.81,75.0,0.3102043650793651,0.1771027777777778,False,0.6051995533222223
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,3.5178571428571423,3.194285714285714,3.032857142857143,3.567619047619047,97.81,75.0,0.3102043650793651,0.1771027777777778,False,0.6051995533222223
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,3.5178571428571423,3.194285714285714,3.032857142857143,3.567619047619047,97.81,75.0,0.3102043650793651,0.1771027777777778,False,0.6051995533222223
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,3.5178571428571423,3.194285714285714,3.032857142857143,3.567619047619047,97.81,50.0,0.2685376984126984,0.1771027777777778,False,0.6342879074888889
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,3.5178571428571423,3.194285714285714,3.032857142857143,3.567619047619047,97.81,50.0,0.2685376984126984,0.1771027777777778,False,0.6342879074888889
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,3.5178571428571423,3.194285714285714,3.032857142857143,3.567619047619047,97.81,75.0,0.3102043650793651,0.1771027777777778,False,0.6051995533222223
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,3.5178571428571423,3.194285714285714,3.032857142857143,3.567619047619047,97.81,50.0,0.2685376984126984,0.1771027777777778,False,0.6342879074888889
13-1051,Cost Estimators,1.367669,3.59,2.96,2.1399999999999997,3.2099999999999995,97.86,75.0,0.30793333333333334,0.1771027777777778,False,1.188736104913889
13-1071,"Employment, Recruitment, and Placement Specialists",1.36005,4.125,3.8100000000000005,2.0549999999999997,3.766666666666667,97.03,75.0,0.30964444444444444,0.1771027777777778,False,1.17978670625
13-1074,Farm Labor Contractors,-0.4354025,3.295,4.395,3.895,3.7266666666666666,97.8,25.0,0.23018611111111112,0.1771027777777778,False,-0.4122898839583333
13-1075,Labor Relations Specialists,1.334834,3.55,3.36,2.185,3.59,98.1,75.0,0.30964166666666665,0.1771027777777778,False,1.157916584788889
13-1081,Logisticians,1.297303,3.4883333333333333,3.3216666666666663,2.6166666666666667,3.447777777777778,97.29,75.0,0.30860740740740744,0.1771027777777778,False,1.1267016494675928
13-1081,Logisticians,1.297303,3.4883333333333333,3.3216666666666663,2.6166666666666667,3.447777777777778,97.29,75.0,0.30860740740740744,0.1771027777777778,False,1.1267016494675928
13-1081,Logisticians,1.297303,3.4883333333333333,3.3216666666666663,2.6166666666666667,3.447777777777778,97.29,75.0,0.30860740740740744,0.1771027777777778,False,1.1267016494675928
13-1111,Management Analysts,1.432417,3.75,3.275,2.3,3.56,97.45,75.0,0.3088916666666667,0.1771027777777778,False,1.2436403551444446
13-1121,Meeting and Convention Planners,0.3740207,3.3600000000000003,3.7699999999999996,3.0949999999999998,3.633333333333333,98.34,75.0,0.3119972222222222,0.1771027777777778,False,0.32356738546277775
13-1131,Fundraisers,1.242567,4.07,3.12,2.505,3.4600000000000004,98.1,75.0,0.310425,0.1771027777777778,False,1.0769052063
13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.440985,3.43,3.05,2.025,3.5566666666666666,97.57,75.0,0.30771944444444443,0.1771027777777778,False,1.2527683425833334
13-1151,Training and Development Specialists,1.198409,4.13,2.995,2.415,3.1466666666666665,98.04,75.0,0.30954444444444446,0.1771027777777778,False,1.0396897146916666
13-1161,Market Research Analysts and Marketing Specialists,1.426757,3.2499999999999996,2.5549999999999997,1.855,3.3366666666666664,97.74,75.0,0.3062277777777778,0.1771027777777778,False,1.242527002375
13-1161,Market Research Analysts and Marketing Specialists,1.426757,3.2499999999999996,2.5549999999999997,1.855,3.3366666666666664,97.74,75.0,0.3062277777777778,0.1771027777777778,False,1.242527002375
13-1199,"Business Operations Specialists, All Other",1.047687,3.4162500000000002,3.4175,2.4000000000000004,3.3108333333333335,97.86,75.0,0.3090076388888889,0.1771027777777778,False,0.9094919917770834
13-1199,"Business Operations Specialists, All Other",1.047687,3.4162500000000002,3.4175,2.4000000000000004,3.3108333333333335,97.86,75.0,0.3090076388888889,0.1771027777777778,False,0.9094919917770834
13-1199,"Business Operations Specialists, All Other",1.047687,3.4162500000000002,3.4175,2.4000000000000004,3.3108333333333335,97.86,75.0,0.3090076388888889,0.1771027777777778,False,0.9094919917770834
13-1199,"Business Operations Specialists, All Other",1.047687,3.4162500000000002,3.4175,2.4000000000000004,3.3108333333333335,97.86,75.0,0.3090076388888889,0.1771027777777778,False,0.9094919917770834
13-2011,Accountants and Auditors,1.481956,3.35,3.33,2.05,3.5866666666666664,96.95,75.0,0.3071111111111111,0.1771027777777778,False,1.2892893703666668
13-2021,Appraisers and Assessors of Real Estate,0.8413203,,,,,,,,0.1771027777777778,True,
13-2031,Budget Analysts,1.502988,3.095,3.73,1.67,3.883333333333333,98.43,75.0,0.30968055555555557,0.1771027777777778,False,1.3037251909333334
13-2041,Credit Analysts,1.345268,3.5149999999999997,2.375,1.98,3.35,97.6,75.0,0.3063666666666667,0.1771027777777778,False,1.1713734267222222
13-2051,Financial Analysts,1.380615,,,,,,75.0,,0.1771027777777778,True,
13-2052,Personal Financial Advisors,1.400749,3.06,2.92,1.76,3.733333333333333,97.56,75.0,0.30672222222222223,0.1771027777777778,False,1.219184692813889
13-2053,Insurance Underwriters,1.326652,3.1399999999999997,2.7,2.135,3.8433333333333333,97.13,75.0,0.3065805555555555,0.1771027777777778,False,1.1548800471555556
13-2061,Financial Examiners,1.526064,3.5650000000000004,2.915,2.215,3.0866666666666664,97.7,75.0,0.30746944444444446,0.1771027777777778,False,1.3271161232000002
13-2071,Loan Counselors,1.385381,3.2800000000000002,2.77,1.92,3.706666666666667,97.0,75.0,0.3061277777777778,0.1771027777777778,False,1.206632216475
13-2072,Loan Officers,1.385739,3.6149999999999998,3.56,2.5300000000000002,4.079999999999999,96.8,75.0,0.3093083333333333,0.1771027777777778,False,1.2025366056500002
13-2081,"Tax Examiners, Collectors, and Revenue Agents",1.36682,2.835,3.15,2.0949999999999998,3.7000000000000006,96.97,50.0,0.26458333333333334,0.1771027777777778,False,1.2472498270555554
13-2082,Tax Preparers,1.29371,2.86,2.67,1.8250000000000002,3.3966666666666665,97.19,50.0,0.2632361111111111,0.1771027777777778,False,1.1822784453333333
13-2099,"Financial Specialists, All Other",1.361362,3.455,3.0875000000000004,2.13,3.6733333333333333,97.385,100.0,0.34955138888888887,0.1771027777777778,False,1.1265970138805554
13-2099,"Financial Specialists, All Other",1.361362,3.455,3.0875000000000004,2.13,3.6733333333333333,97.385,75.0,0.30788472222222224,0.1771027777777778,False,1.1833204305472222
15-1111,Computer and Information Research Scientists,1.154269,,,,,,,,0.1771027777777778,True,
15-1121,Computer Systems Analysts,1.19815,,,,,,,,0.1771027777777778,True,
15-1122,Information Security Analysts,1.250146,,,,,,,,0.1771027777777778,True,
15-1131,Computer Programmers,1.271506,,,,,,,,0.1771027777777778,True,
15-1132,"Software Developers, Applications",1.200923,,,,,,,,0.1771027777777778,True,
15-1133,"Software Developers, Systems Software",1.283308,,,,,,,,0.1771027777777778,True,
15-1134,Web Developers,1.089463,,,,,,,,0.1771027777777778,True,
15-1141,Database Administrators,1.284863,,,,,,,,0.1771027777777778,True,
15-1142,Network and Computer Systems Administrators,0.7895315,,,,,,,,0.1771027777777778,True,
15-1143,Computer Network Architects,0.5803306,,,,,,,,0.1771027777777778,True,
15-1151,Computer User Support Specialists,0.299343,,,,,,,,0.1771027777777778,True,
15-1152,Computer Network Support Specialists,0.7860606,,,,,,,,0.1771027777777778,True,
15-1199,"Computer Occupations, All Other",1.232705,,,,,,,,0.1771027777777778,True,
15-2011,Actuaries,1.516474,3.405,2.765,1.85,3.1033333333333335,97.74,75.0,0.3064388888888889,0.1771027777777778,False,1.320339150238889
15-2021,Mathematicians,1.472319,3.605,2.225,1.8,3.0033333333333334,98.26,100.0,0.34815555555555555,0.1771027777777778,False,1.220474745275
15-2031,Operations Research Analysts,1.40002,3.4050000000000002,2.855,1.855,3.0033333333333334,97.71,100.0,0.3480472222222222,0.1771027777777778,False,1.1606943588888892
15-2041,Statisticians,1.382724,3.4725,2.585,1.865,3.2266666666666666,97.99,100.0,0.3485652777777778,0.1771027777777778,False,1.14563868615
15-2041,Statisticians,1.382724,3.4725,2.585,1.865,3.2266666666666666,97.99,100.0,0.3485652777777778,0.1771027777777778,False,1.14563868615
15-2091,Mathematical Technicians,0.7559803,,,,,,,,0.1771027777777778,True,
17-1011,"Architects, Except Landscape and Naval",1.047142,3.655,3.075,2.9,3.486666666666667,97.95,100.0,0.35177777777777774,0.1771027777777778,False,0.8642324711500001
17-1012,Landscape Architects,1.034388,3.46,3.0250000000000004,2.925,3.133333333333333,97.95,75.0,0.3091555555555556,0.1771027777777778,False,0.8977941913
17-1021,Cartographers and Photogrammetrists,0.8169979,3.42,2.7600000000000002,2.585,3.3200000000000003,97.32,75.0,0.3073416666666667,0.1771027777777778,False,0.7105930012794445
17-1022,Surveyors,0.1460606,3.425,3.585,3.6300000000000003,3.5250000000000004,97.425,75.0,0.31098333333333333,0.1771027777777778,False,0.12650592572722225
17-1022,Surveyors,0.1460606,3.425,3.585,3.6300000000000003,3.5250000000000004,97.425,75.0,0.31098333333333333,0.1771027777777778,False,0.12650592572722225
17-2011,Aerospace Engineers,1.338738,3.665,2.915,2.2750000000000004,3.3633333333333333,98.45,75.0,0.30944722222222226,0.1771027777777778,False,1.1615634631333334
17-2021,Agricultural Engineers,0.9409636,3.3,3.5,3.175,3.3333333333333335,98.05,75.0,0.31059722222222225,0.1771027777777778,False,0.8153501869755555
17-2031,Biomedical Engineers,0.9874239,3.41,3.3899999999999997,2.09,3.1299999999999994,97.65,75.0,0.30778333333333335,0.1771027777777778,False,0.8583867961791667
17-2041,Chemical Engineers,1.341336,3.5250000000000004,4.0,2.805,3.766666666666667,97.65,75.0,0.31124444444444443,0.1771027777777778,False,1.1614069534000002
17-2051,Civil Engineers,1.282867,3.6066666666666665,3.4650000000000003,2.8516666666666666,3.51,97.85666666666667,75.0,0.31048333333333333,0.1771027777777778,False,1.111757486836111
17-2051,Civil Engineers,1.282867,3.6066666666666665,3.4650000000000003,2.8516666666666666,3.51,97.85666666666667,75.0,0.31048333333333333,0.1771027777777778,False,1.111757486836111
17-2051,Civil Engineers,1.282867,3.6066666666666665,3.4650000000000003,2.8516666666666666,3.51,97.85666666666667,75.0,0.31048333333333333,0.1771027777777778,False,1.111757486836111
17-2061,Computer Hardware Engineers,1.141812,3.4,3.0,2.075,3.1500000000000004,97.29,75.0,0.30652500000000005,0.1771027777777778,False,0.9940361536000001
17-2071,Electrical Engineers,1.126725,3.48,3.5549999999999997,2.71,3.8800000000000003,97.82,75.0,0.3107416666666667,0.1771027777777778,False,0.9761507229166667
17-2072,"Electronics Engineers, Except Computer",0.6654578,3.435,2.9675000000000002,2.125,3.4266666666666663,98.35,75.0,0.3088402777777778,0.1771027777777778,False,0.5777920530725
17-2072,"Electronics Engineers, Except Computer",0.6654578,3.435,2.9675000000000002,2.125,3.4266666666666663,98.35,75.0,0.3088402777777778,0.1771027777777778,False,0.5777920530725
17-2081,Environmental Engineers,1.343561,3.495,3.955,3.075,3.39,97.89,75.0,0.3113416666666667,0.1771027777777778,False,1.1632028642055556
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,3.6325000000000003,3.8550000000000004,2.8475,3.64,98.13,75.0,0.3118416666666667,0.1771027777777778,False,0.8608426552472223
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,3.6325000000000003,3.8550000000000004,2.8475,3.64,98.13,75.0,0.3118416666666667,0.1771027777777778,False,0.8608426552472223
17-2112,Industrial Engineers,1.13787,3.77625,3.5637499999999998,2.5700000000000003,3.5383333333333327,97.9125,75.0,0.3106013888888889,0.1771027777777778,False,0.985965935375
17-2112,Industrial Engineers,1.13787,3.77625,3.5637499999999998,2.5700000000000003,3.5383333333333327,97.9125,100.0,0.35226805555555557,0.1771027777777778,False,0.938554685375
17-2112,Industrial Engineers,1.13787,3.77625,3.5637499999999998,2.5700000000000003,3.5383333333333327,97.9125,75.0,0.3106013888888889,0.1771027777777778,False,0.985965935375
17-2112,Industrial Engineers,1.13787,3.77625,3.5637499999999998,2.5700000000000003,3.5383333333333327,97.9125,75.0,0.3106013888888889,0.1771027777777778,False,0.985965935375
17-2121,Marine Engineers and Naval Architects,0.5472173,3.44,3.6399999999999997,3.3200000000000003,3.533333333333333,98.11,75.0,0.31173888888888895,0.1771027777777778,False,0.47354209079527776
17-2131,Materials Engineers,1.037278,3.74,3.58,2.2649999999999997,3.283333333333333,97.72,75.0,0.3093138888888889,0.1771027777777778,False,0.9001383230888889
17-2141,Mechanical Engineers,1.004709,3.6783333333333332,3.371666666666666,2.466666666666667,3.3166666666666664,97.82666666666667,75.0,0.30943333333333334,0.1771027777777778,False,0.8717552998583334
17-2141,Mechanical Engineers,1.004709,3.6783333333333332,3.371666666666666,2.466666666666667,3.3166666666666664,97.82666666666667,75.0,0.30943333333333334,0.1771027777777778,False,0.8717552998583334
17-2141,Mechanical Engineers,1.004709,3.6783333333333332,3.371666666666666,2.466666666666667,3.3166666666666664,97.82666666666667,75.0,0.30943333333333334,0.1771027777777778,False,0.8717552998583334
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1.34695,3.455,3.5300000000000002,2.89,3.58,98.21,75.0,0.3111083333333333,0.1771027777777778,False,1.1664512169444445
17-2161,Nuclear Engineers,1.303009,3.2700000000000005,3.8049999999999997,2.425,3.4133333333333336,98.3,75.0,0.31035555555555555,0.1771027777777778,False,1.1293794312805556
17-2171,Petroleum Engineers,1.247779,3.755,3.795,2.1799999999999997,3.53,98.06,75.0,0.31053333333333333,0.1771027777777778,False,1.0812871548194445
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,75.0,0.30990972222222224,0.1771027777777778,False,0.6829717659916666
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,75.0,0.30990972222222224,0.1771027777777778,False,0.6829717659916666
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,100.0,0.3515763888888889,0.1771027777777778,False,0.6501565159916666
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,75.0,0.30990972222222224,0.1771027777777778,False,0.6829717659916666
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,75.0,0.30990972222222224,0.1771027777777778,False,0.6829717659916666
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,100.0,0.3515763888888889,0.1771027777777778,False,0.6501565159916666
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,75.0,0.30990972222222224,0.1771027777777778,False,0.6829717659916666
17-2199,"Engineers, All Other",0.787566,3.5875000000000004,3.46,2.46375,3.547083333333333,97.8875,75.0,0.30990972222222224,0.1771027777777778,False,0.6829717659916666
17-3011,Architectural and Civil Drafters,0.9233925,3.6950000000000003,2.7249999999999996,2.635,3.2366666666666664,97.52,50.0,0.26635277777777777,0.1771027777777778,False,0.840979719375
17-3012,Electrical and Electronics Drafters,0.910166,3.3,2.915,2.54,3.373333333333333,97.51,50.0,0.2660638888888889,0.1771027777777778,False,0.8291966213444445
17-3013,Mechanical Drafters,0.8410071,3.29,2.85,2.0549999999999997,3.4166666666666665,98.12,50.0,0.2662194444444445,0.1771027777777778,False,0.766059350605
17-3021,Aerospace Engineering and Operations Technicians,0.3909402,3.205,3.9399999999999995,2.405,4.043333333333333,98.21,50.0,0.2696722222222222,0.1771027777777778,False,0.35475108287500007
17-3022,Civil Engineering Technicians,0.9323219,3.55,3.11,3.3899999999999997,3.4666666666666663,97.23,50.0,0.2679111111111111,0.1771027777777778,False,0.8476593021308334
17-3023,Electrical and Electronic Engineering Technicians,0.3515252,3.37,3.6550000000000002,2.79,3.6999999999999997,97.97,50.0,0.2691416666666667,0.1771027777777778,False,0.3191712111755555
17-3024,Electro-Mechanical Technicians,-0.3040507,3.4025000000000003,3.705,2.8825000000000003,3.7899999999999996,97.175,50.0,0.2682583333333333,0.1771027777777778,False,-0.27633478952444446
17-3024,Electro-Mechanical Technicians,-0.3040507,3.4025000000000003,3.705,2.8825000000000003,3.7899999999999996,97.175,50.0,0.2682583333333333,0.1771027777777778,False,-0.27633478952444446
17-3025,Environmental Engineering Technicians,0.0438054,3.295,3.8899999999999997,3.295,3.4,98.03,75.0,0.31151666666666666,0.1771027777777778,False,0.03791734583166667
17-3026,Industrial Engineering Technicians,0.6106679,3.555,3.7350000000000003,2.3625,3.6766666666666663,97.555,50.0,0.26814027777777777,0.1771027777777778,False,0.55507422105375
17-3026,Industrial Engineering Technicians,0.6106679,3.555,3.7350000000000003,2.3625,3.6766666666666663,97.555,75.0,0.3098069444444444,0.1771027777777778,False,0.5296297252204167
17-3027,Mechanical Engineering Technicians,-0.1192367,3.53,3.7525000000000004,3.0549999999999997,3.638333333333333,97.74,50.0,0.26952638888888886,0.1771027777777778,False,-0.10821641360902778
17-3027,Mechanical Engineering Technicians,-0.1192367,3.53,3.7525000000000004,3.0549999999999997,3.638333333333333,97.74,50.0,0.26952638888888886,0.1771027777777778,False,-0.10821641360902778
17-3029,"Engineering Technicians, Except Drafters, All Other",0.1941278,3.3475,3.705,3.185,3.693333333333333,97.385,25.0,0.22719305555555555,0.1771027777777778,False,0.1844038845736111
17-3029,"Engineering Technicians, Except Drafters, All Other",0.1941278,3.3475,3.705,3.185,3.693333333333333,97.385,50.0,0.2688597222222222,0.1771027777777778,False,0.1763152262402778
17-3031,Surveying and Mapping Technicians,0.0852324,3.1950000000000003,3.175,3.2199999999999998,3.6033333333333335,97.41,50.0,0.2676722222222222,0.1771027777777778,False,0.07751294888333334
