id,ai_requirement
sjmm_suf-1-01-2010-03-02102-0-000000025,False
sjmm_suf-1-01-2010-03-02102-0-000000026,False
sjmm_suf-1-01-2010-03-02102-0-000000027,False
sjmm_suf-1-01-2010-03-02102-0-000000028,False
sjmm_suf-1-01-2010-03-02102-0-000000029,False
sjmm_suf-1-01-2010-03-02102-0-000000030,False
sjmm_suf-1-01-2010-03-02102-0-000000031,False
sjmm_suf-1-01-2010-03-02102-0-000000032,False
sjmm_suf-1-01-2010-03-02102-0-000000033,False
sjmm_suf-1-01-2010-03-02102-0-000000034,False
sjmm_suf-1-01-2010-03-02102-0-000000035,False
sjmm_suf-1-01-2010-03-02102-0-000000036,False
sjmm_suf-1-01-2010-03-02102-0-000000037,False
sjmm_suf-1-01-2010-03-02102-0-000000038,False
sjmm_suf-1-01-2010-03-02102-0-000000039,False
sjmm_suf-1-01-2010-03-02102-0-000000040,False
sjmm_suf-1-01-2010-03-02102-0-000000041,False
sjmm_suf-1-01-2010-03-02102-0-000000042,False
sjmm_suf-1-01-2010-03-02102-0-000000044,False
sjmm_suf-1-01-2010-03-02102-0-000000045,False
sjmm_suf-1-01-2010-03-02102-0-000000046,False
sjmm_suf-1-01-2010-03-02102-0-000000047,False
sjmm_suf-1-01-2010-03-02102-0-000000048,False
sjmm_suf-1-01-2010-03-02102-0-000000049,False
sjmm_suf-1-01-2010-03-02102-0-000000050,False
sjmm_suf-1-01-2010-03-02102-0-000000051,False
sjmm_suf-1-01-2010-03-02102-0-000000052,False
sjmm_suf-1-01-2010-03-02102-0-000000053,False
sjmm_suf-1-01-2010-03-02102-0-000000054,False
sjmm_suf-1-01-2010-03-02102-0-000000055,False
sjmm_suf-1-01-2010-03-02102-0-000000057,False
sjmm_suf-1-01-2010-03-02102-0-000000058,False
sjmm_suf-1-01-2010-03-02102-0-000000060,False
sjmm_suf-1-01-2010-03-02102-0-000000061,False
sjmm_suf-1-01-2010-03-02102-0-000000062,False
sjmm_suf-1-01-2010-03-02102-0-000000063,False
sjmm_suf-1-01-2010-03-02102-0-000000064,False
sjmm_suf-1-01-2010-03-02102-0-000000065,False
sjmm_suf-1-01-2010-03-02102-0-000000066,False
sjmm_suf-1-01-2010-03-02102-0-000000067,False
sjmm_suf-1-01-2010-03-02111-0-000000001,False
sjmm_suf-1-01-2010-03-02111-0-000000003,Maybe
sjmm_suf-1-01-2010-03-02111-0-000000004,False
sjmm_suf-1-01-2010-03-02111-0-000000005,Maybe
sjmm_suf-1-01-2010-03-02111-0-000000006,False
sjmm_suf-1-01-2010-03-02111-0-000000007,False
sjmm_suf-1-01-2010-03-02111-0-000000008,False
sjmm_suf-1-01-2010-03-02111-0-000000009,False
sjmm_suf-1-01-2010-03-02111-0-000000010,False
sjmm_suf-1-01-2010-03-02111-0-000000011,False
sjmm_suf-1-01-2010-03-02111-0-000000012,False
sjmm_suf-1-01-2010-03-02111-0-000000013,False
sjmm_suf-1-01-2010-03-02111-0-000000014,False
sjmm_suf-1-01-2010-03-02111-0-000000015,False
sjmm_suf-1-01-2010-03-02112-0-000000001,False
sjmm_suf-1-01-2010-03-02112-0-000000002,False
sjmm_suf-1-01-2010-03-02201-0-000000001,False
sjmm_suf-1-01-2010-03-02201-0-000000002,False
sjmm_suf-1-01-2010-03-02201-0-000000003,False
sjmm_suf-1-01-2010-03-02201-0-000000004,False
sjmm_suf-1-01-2010-03-02201-0-000000005,False
sjmm_suf-1-01-2010-03-02201-0-000000006,False
sjmm_suf-1-01-2010-03-02201-0-000000007,False
sjmm_suf-1-01-2010-03-02201-0-000000008,False
sjmm_suf-1-01-2010-03-02201-0-000000009,False
sjmm_suf-1-01-2010-03-02201-0-000000010,False
sjmm_suf-1-01-2010-03-02201-0-000000011,False
sjmm_suf-1-01-2010-03-02201-0-000000012,False
sjmm_suf-1-01-2010-03-02201-0-000000013,False
sjmm_suf-1-01-2010-03-02201-0-000000014,False
sjmm_suf-1-01-2010-03-02201-0-000000015,False
sjmm_suf-1-01-2010-03-02201-0-000000016,False
sjmm_suf-1-01-2010-03-02201-0-000000017,False
sjmm_suf-1-01-2010-03-02201-0-000000018,False
sjmm_suf-1-01-2010-03-02201-0-000000019,False
sjmm_suf-1-01-2010-03-02201-0-000000020,False
sjmm_suf-1-01-2010-03-02201-0-000000022,False
sjmm_suf-1-01-2010-03-02201-0-000000023,False
sjmm_suf-1-01-2010-03-02201-0-000000024,False
sjmm_suf-1-01-2010-03-02201-0-000000025,False
sjmm_suf-1-01-2010-03-02201-0-000000026,False
sjmm_suf-1-01-2010-03-02202-0-000000001,False
sjmm_suf-1-01-2010-03-02202-0-000000002,False
sjmm_suf-1-01-2010-03-02202-0-000000003,False
sjmm_suf-1-01-2010-03-02202-0-000000005,False
sjmm_suf-1-01-2010-03-02202-0-000000006,False
sjmm_suf-1-01-2010-03-02202-0-000000007,False
sjmm_suf-1-01-2010-03-02202-0-000000008,False
sjmm_suf-1-01-2010-03-02202-0-000000010,False
sjmm_suf-1-01-2010-03-02202-0-000000011,False
sjmm_suf-1-01-2010-03-02202-0-000000012,False
sjmm_suf-1-01-2010-03-02202-0-000000013,False
sjmm_suf-1-01-2010-03-02202-0-000000014,False
sjmm_suf-1-01-2010-03-02202-0-000000015,False
sjmm_suf-1-01-2010-03-02202-0-000000016,False
sjmm_suf-1-01-2010-03-02202-0-000000018,False
sjmm_suf-1-01-2010-03-02202-0-000000019,False
sjmm_suf-1-01-2010-03-02202-0-000000020,False
sjmm_suf-1-01-2010-03-02203-0-000000001,False
sjmm_suf-1-01-2010-03-02203-0-000000002,False
sjmm_suf-1-01-2010-03-02204-0-000000001,False
sjmm_suf-1-01-2010-03-02204-0-000000002,False
sjmm_suf-1-01-2010-03-02204-0-000000003,False
sjmm_suf-1-01-2010-03-02204-0-000000004,False
sjmm_suf-1-01-2010-03-02212-0-000000001,False
sjmm_suf-1-01-2010-03-02212-0-000000002,False
sjmm_suf-1-01-2010-03-02212-0-000000003,False
sjmm_suf-1-01-2010-03-02212-0-000000004,False
sjmm_suf-1-01-2010-03-02212-0-000000005,False
sjmm_suf-1-01-2010-03-02213-0-000000001,False
sjmm_suf-1-01-2010-03-02213-0-000000002,False
sjmm_suf-1-01-2010-03-02213-0-000000003,False
sjmm_suf-1-01-2010-03-02213-0-000000004,False
sjmm_suf-1-01-2010-03-02213-0-000000005,False
sjmm_suf-1-01-2010-03-02213-0-000000006,False
sjmm_suf-1-01-2010-03-02213-0-000000007,False
sjmm_suf-1-01-2010-03-02213-0-000000008,False
sjmm_suf-1-01-2010-03-02213-0-000000009,False
sjmm_suf-1-01-2010-03-02213-0-000000010,False
sjmm_suf-1-01-2010-03-02213-0-000000011,False
sjmm_suf-1-01-2010-03-02213-0-000000012,False
sjmm_suf-1-01-2010-03-02213-0-000000013,False
sjmm_suf-1-01-2010-03-02214-0-000000001,False
sjmm_suf-1-01-2010-03-02214-0-000000002,False
sjmm_suf-1-01-2010-03-02214-0-000000003,False
sjmm_suf-1-01-2010-03-02215-0-000000001,False
sjmm_suf-1-01-2010-03-02215-0-000000002,False
sjmm_suf-1-01-2010-03-02215-0-000000003,False
sjmm_suf-1-01-2010-03-02215-0-000000004,False
sjmm_suf-1-01-2010-03-02215-0-000000005,False
sjmm_suf-1-01-2010-03-02215-0-000000006,False
sjmm_suf-1-01-2010-03-02215-0-000000007,False
sjmm_suf-1-01-2010-03-02215-0-000000008,False
sjmm_suf-1-01-2010-03-02215-0-000000009,False
sjmm_suf-1-01-2010-03-02215-0-000000010,False
sjmm_suf-1-01-2010-03-02215-0-000000011,False
sjmm_suf-1-01-2010-03-02215-0-000000012,False
sjmm_suf-1-01-2010-03-02215-0-000000013,False
sjmm_suf-1-01-2010-03-02215-0-000000014,False
sjmm_suf-1-01-2010-03-02215-0-000000016,False
sjmm_suf-1-01-2010-03-02215-0-000000018,False
sjmm_suf-1-01-2010-03-02215-0-000000019,False
sjmm_suf-1-01-2010-03-02215-0-000000020,False
sjmm_suf-1-01-2010-03-02215-0-000000021,False
sjmm_suf-1-01-2010-03-02216-0-000000001,False
sjmm_suf-1-01-2010-03-02216-0-000000002,False
sjmm_suf-1-01-2010-03-03101-0-000000001,False
sjmm_suf-1-01-2010-03-03101-0-000000002,False
sjmm_suf-1-01-2010-03-03101-0-000000003,False
sjmm_suf-1-01-2010-03-03101-0-000000004,False
sjmm_suf-1-01-2010-03-03101-0-000000005,False
sjmm_suf-1-01-2010-03-03105-0-000000001,False
sjmm_suf-1-01-2010-03-03105-0-000000002,False
sjmm_suf-1-01-2010-03-03105-0-000000003,False
sjmm_suf-1-01-2010-03-03105-0-000000004,False
sjmm_suf-1-01-2010-03-03105-0-000000005,False
sjmm_suf-1-01-2010-03-03105-0-000000006,False
sjmm_suf-1-01-2010-03-03105-0-000000007,False
sjmm_suf-1-01-2010-03-03105-0-000000008,False
sjmm_suf-1-01-2010-03-03105-0-000000009,False
sjmm_suf-1-01-2010-03-03105-0-000000011,False
sjmm_suf-1-01-2010-03-03105-0-000000012,False
sjmm_suf-1-01-2010-03-03105-0-000000013,False
sjmm_suf-1-01-2010-03-03105-0-000000014,False
sjmm_suf-1-01-2010-03-03105-0-000000015,False
sjmm_suf-1-01-2010-03-03105-0-000000016,False
sjmm_suf-1-01-2010-03-03105-0-000000017,False
sjmm_suf-1-01-2010-03-03105-0-000000018,Maybe
sjmm_suf-1-01-2010-03-03105-0-000000019,False
sjmm_suf-1-01-2010-03-03105-0-000000020,False
sjmm_suf-1-01-2010-03-03105-0-000000021,False
sjmm_suf-1-01-2010-03-03105-0-000000022,False
sjmm_suf-1-01-2010-03-03105-0-000000023,False
sjmm_suf-1-01-2010-03-03105-0-000000024,False
sjmm_suf-1-01-2010-03-03105-0-000000025,False
sjmm_suf-1-01-2010-03-03105-0-000000026,False
sjmm_suf-1-01-2010-03-03105-0-000000027,False
sjmm_suf-1-01-2010-03-03105-0-000000028,False
sjmm_suf-1-01-2010-03-03105-0-000000029,False
sjmm_suf-1-01-2010-03-03105-0-000000030,False
sjmm_suf-1-01-2010-03-03105-0-000000031,False
sjmm_suf-1-01-2010-03-03105-0-000000032,False
sjmm_suf-1-01-2010-03-03105-0-000000033,False
sjmm_suf-1-01-2010-03-03105-0-000000034,False
sjmm_suf-1-01-2010-03-03105-0-000000035,False
sjmm_suf-1-01-2010-03-03105-0-000000036,False
sjmm_suf-1-01-2010-03-03105-0-000000037,False
sjmm_suf-1-01-2010-03-03105-0-000000038,False
sjmm_suf-1-01-2010-03-03107-0-000000001,False
sjmm_suf-1-01-2010-03-03107-0-000000002,False
sjmm_suf-1-01-2010-03-03107-0-000000004,False
sjmm_suf-1-01-2010-03-03107-0-000000005,False
sjmm_suf-1-01-2010-03-03107-0-000000006,False
sjmm_suf-1-01-2010-03-03107-0-000000007,False
sjmm_suf-1-01-2010-03-03107-0-000000008,False
sjmm_suf-1-01-2010-03-03107-0-000000009,False
sjmm_suf-1-01-2010-03-03107-0-000000010,False
sjmm_suf-1-01-2010-03-03107-0-000000011,False
sjmm_suf-1-01-2010-03-03107-0-000000012,False
sjmm_suf-1-01-2010-03-03107-0-000000013,False
sjmm_suf-1-01-2010-03-03107-0-000000014,False
sjmm_suf-1-01-2010-03-03107-0-000000015,False
sjmm_suf-1-01-2010-03-03107-0-000000016,False
sjmm_suf-1-01-2010-03-03107-0-000000017,False
sjmm_suf-1-01-2010-03-03107-0-000000018,False
sjmm_suf-1-01-2010-03-03107-0-000000019,False
sjmm_suf-1-01-2010-03-03107-0-000000020,False
sjmm_suf-1-01-2010-03-03107-0-000000021,False
sjmm_suf-1-01-2010-03-03107-0-000000022,False
sjmm_suf-1-01-2010-03-03107-0-000000023,False
sjmm_suf-1-01-2010-03-03107-0-000000024,False
sjmm_suf-1-01-2010-03-03107-0-000000025,Maybe
sjmm_suf-1-01-2010-03-03107-0-000000026,Maybe
sjmm_suf-1-01-2010-03-03107-0-000000027,False
sjmm_suf-1-01-2010-03-03107-0-000000028,False
sjmm_suf-1-01-2010-03-03107-0-000000029,False
sjmm_suf-1-01-2010-03-03107-0-000000030,False
sjmm_suf-1-01-2010-03-03107-0-000000031,False
sjmm_suf-1-01-2010-03-03107-0-000000032,False
sjmm_suf-1-01-2010-03-03107-0-000000033,False
sjmm_suf-1-01-2010-03-03107-0-000000034,False
sjmm_suf-1-01-2010-03-03107-0-000000035,False
sjmm_suf-1-01-2010-03-03107-0-000000036,False
sjmm_suf-1-01-2010-03-03107-0-000000037,False
sjmm_suf-1-01-2010-03-03107-0-000000038,Maybe
sjmm_suf-1-01-2010-03-03107-0-000000039,False
sjmm_suf-1-01-2010-03-03107-0-000000040,False
sjmm_suf-1-01-2010-03-03110-0-000000002,False
sjmm_suf-1-01-2010-03-03110-0-000000003,False
sjmm_suf-1-01-2010-03-03110-0-000000004,False
sjmm_suf-1-01-2010-03-03112-0-000000001,False
sjmm_suf-1-01-2010-03-03112-0-000000002,False
sjmm_suf-1-01-2010-03-03112-0-000000003,False
sjmm_suf-1-01-2010-03-03112-0-000000004,False
sjmm_suf-1-01-2010-03-03112-0-000000005,False
sjmm_suf-1-01-2010-03-03112-0-000000006,False
sjmm_suf-1-01-2010-03-03112-0-000000007,False
sjmm_suf-1-01-2010-03-03112-0-000000008,False
sjmm_suf-1-01-2010-03-03112-0-000000009,False
sjmm_suf-1-01-2010-03-03112-0-000000010,False
sjmm_suf-1-01-2010-03-03112-0-000000011,False
sjmm_suf-1-01-2010-03-03112-0-000000012,False
sjmm_suf-1-01-2010-03-03112-0-000000013,False
sjmm_suf-1-01-2010-03-03112-0-000000014,False
sjmm_suf-1-01-2010-03-03112-0-000000015,False
sjmm_suf-1-01-2010-03-03112-0-000000016,False
sjmm_suf-1-01-2010-03-03112-0-000000017,False
sjmm_suf-1-01-2010-03-03112-0-000000018,False
sjmm_suf-1-01-2010-03-03112-0-000000019,False
sjmm_suf-1-01-2010-03-03112-0-000000020,False
sjmm_suf-1-01-2010-03-03112-0-000000021,False
sjmm_suf-1-01-2010-03-03112-0-000000022,False
sjmm_suf-1-01-2010-03-03112-0-000000023,False
sjmm_suf-1-01-2010-03-03112-0-000000024,False
sjmm_suf-1-01-2010-03-03112-0-000000025,False
sjmm_suf-1-01-2010-03-03112-0-000000026,False
sjmm_suf-1-01-2010-03-03112-0-000000027,False
sjmm_suf-1-01-2010-03-03112-0-000000028,False
sjmm_suf-1-01-2010-03-03112-0-000000029,False
sjmm_suf-1-01-2010-03-03112-0-000000030,False
sjmm_suf-1-01-2010-03-03112-0-000000031,False
sjmm_suf-1-01-2010-03-03112-0-000000032,False
sjmm_suf-1-01-2010-03-03112-0-000000033,False
sjmm_suf-1-01-2010-03-03112-0-000000034,False
sjmm_suf-1-01-2010-03-03112-0-000000035,Maybe
sjmm_suf-1-01-2010-03-03112-0-000000036,False
sjmm_suf-1-01-2010-03-03112-0-000000037,False
sjmm_suf-1-01-2010-03-03112-0-000000038,Maybe
sjmm_suf-1-01-2010-03-03112-0-000000039,False
sjmm_suf-1-01-2010-03-03112-0-000000040,False
sjmm_suf-1-01-2010-03-03118-0-000000001,False
sjmm_suf-1-01-2010-03-03118-0-000000002,False
sjmm_suf-1-01-2010-03-03118-0-000000003,False
sjmm_suf-1-01-2010-03-03118-0-000000004,False
sjmm_suf-1-01-2010-03-03118-0-000000005,False
sjmm_suf-1-01-2010-03-03118-0-000000006,False
sjmm_suf-1-01-2010-03-03118-0-000000007,False
sjmm_suf-1-01-2010-03-03118-0-000000008,False
sjmm_suf-1-01-2010-03-03118-0-000000009,False
sjmm_suf-1-01-2010-03-03118-0-000000010,False
sjmm_suf-1-01-2010-03-03118-0-000000011,False
sjmm_suf-1-01-2010-03-03118-0-000000012,False
sjmm_suf-1-01-2010-03-03118-0-000000013,False
sjmm_suf-1-01-2010-03-03118-0-000000014,False
sjmm_suf-1-01-2010-03-03118-0-000000015,False
sjmm_suf-1-01-2010-03-03118-0-000000016,False
sjmm_suf-1-01-2010-03-03118-0-000000017,False
sjmm_suf-1-01-2010-03-03118-0-000000018,False
sjmm_suf-1-01-2010-03-03118-0-000000019,False
sjmm_suf-1-01-2010-03-03118-0-000000020,False
sjmm_suf-1-01-2010-03-03118-0-000000021,False
sjmm_suf-1-01-2010-03-03118-0-000000022,False
sjmm_suf-1-01-2010-03-03118-0-000000023,False
sjmm_suf-1-01-2010-03-03118-0-000000024,False
sjmm_suf-1-01-2010-03-03118-0-000000025,False
sjmm_suf-1-01-2010-03-03118-0-000000026,False
sjmm_suf-1-01-2010-03-03118-0-000000027,False
sjmm_suf-1-01-2010-03-03118-0-000000028,False
sjmm_suf-1-01-2010-03-03118-0-000000029,False
sjmm_suf-1-01-2010-03-03118-0-000000030,False
sjmm_suf-1-01-2010-03-03118-0-000000031,False
sjmm_suf-1-01-2010-03-03118-0-000000032,False
sjmm_suf-1-01-2010-03-03118-0-000000033,False
sjmm_suf-1-01-2010-03-03118-0-000000034,False
sjmm_suf-1-01-2010-03-03118-0-000000035,False
sjmm_suf-1-01-2010-03-03120-0-000000001,False
sjmm_suf-1-01-2010-03-03120-0-000000002,False
sjmm_suf-1-01-2010-03-03120-0-000000003,False
sjmm_suf-1-01-2010-03-03121-0-000000001,False
sjmm_suf-1-01-2010-03-03121-0-000000002,False
sjmm_suf-1-01-2010-03-03121-0-000000003,False
sjmm_suf-1-01-2010-03-03121-0-000000004,False
sjmm_suf-1-01-2010-03-03121-0-000000005,False
sjmm_suf-1-01-2010-03-03123-0-000000001,False
sjmm_suf-1-01-2010-03-03123-0-000000002,False
sjmm_suf-1-01-2010-03-03123-0-000000003,False
sjmm_suf-1-01-2010-03-03123-0-000000004,False
sjmm_suf-1-01-2010-03-03123-0-000000005,False
sjmm_suf-1-01-2010-03-03123-0-000000006,False
sjmm_suf-1-01-2010-03-03123-0-000000007,False
sjmm_suf-1-01-2010-03-03123-0-000000008,False
sjmm_suf-1-01-2010-03-03123-0-000000009,False
sjmm_suf-1-01-2010-03-03123-0-000000010,False
sjmm_suf-1-01-2010-03-03123-0-000000011,Maybe
sjmm_suf-1-01-2010-03-03123-0-000000012,False
sjmm_suf-1-01-2010-03-03123-0-000000013,False
sjmm_suf-1-01-2010-03-03123-0-000000014,False
sjmm_suf-1-01-2010-03-03123-0-000000015,False
sjmm_suf-1-01-2010-03-03123-0-000000016,False
sjmm_suf-1-01-2010-03-03123-0-000000017,False
sjmm_suf-1-01-2010-03-03123-0-000000018,False
sjmm_suf-1-01-2010-03-03123-0-000000019,False
sjmm_suf-1-01-2010-03-03123-0-000000021,False
sjmm_suf-1-01-2010-03-03123-0-000000022,False
sjmm_suf-1-01-2010-03-03123-0-000000023,False
sjmm_suf-1-01-2010-03-03123-0-000000024,False
sjmm_suf-1-01-2010-03-03123-0-000000025,False
sjmm_suf-1-01-2010-03-03123-0-000000026,False
sjmm_suf-1-01-2010-03-03123-0-000000027,False
sjmm_suf-1-01-2010-03-03123-0-000000028,Maybe
sjmm_suf-1-01-2010-03-03123-0-000000029,False
sjmm_suf-1-01-2010-03-03123-0-000000030,False
sjmm_suf-1-01-2010-03-03125-0-000000001,False
sjmm_suf-1-01-2010-03-03125-0-000000002,False
sjmm_suf-1-01-2010-03-03203-0-000000001,False
sjmm_suf-1-01-2010-03-03203-0-000000002,False
sjmm_suf-1-01-2010-03-03203-0-000000003,False
sjmm_suf-1-01-2010-03-03203-0-000000004,False
sjmm_suf-1-01-2010-03-03203-0-000000005,False
sjmm_suf-1-01-2010-03-03203-0-000000006,False
sjmm_suf-1-01-2010-03-03203-0-000000007,False
sjmm_suf-1-01-2010-03-03203-0-000000008,False
sjmm_suf-1-01-2010-03-03203-0-000000009,False
sjmm_suf-1-01-2010-03-03203-0-000000010,False
sjmm_suf-1-01-2010-03-03206-0-000000001,False
sjmm_suf-1-01-2010-03-03206-0-000000002,False
sjmm_suf-1-01-2010-03-03209-0-000000001,False
sjmm_suf-1-01-2010-03-03209-0-000000002,False
sjmm_suf-1-01-2010-03-03213-0-000000001,False
sjmm_suf-1-01-2010-03-03214-0-000000001,False
sjmm_suf-1-01-2010-03-03216-0-000000001,False
sjmm_suf-1-01-2010-03-03217-0-000000001,False
sjmm_suf-1-01-2010-03-03221-0-000000001,False
sjmm_suf-1-01-2010-03-03221-0-000000002,False
sjmm_suf-1-01-2010-03-04114-0-000000001,False
sjmm_suf-1-01-2010-03-04114-0-000000002,False
sjmm_suf-1-01-2010-03-04114-0-000000003,False
sjmm_suf-1-01-2010-03-04114-0-000000004,False
sjmm_suf-1-01-2010-03-04114-0-000000005,False
sjmm_suf-1-01-2010-03-04114-0-000000006,False
sjmm_suf-1-01-2010-03-04114-0-000000007,False
sjmm_suf-1-01-2010-03-04114-0-000000008,False
sjmm_suf-1-01-2010-03-04114-0-000000009,False
sjmm_suf-1-01-2010-03-04114-0-000000010,False
sjmm_suf-1-01-2010-03-04114-0-000000011,False
sjmm_suf-1-01-2010-03-04114-0-000000012,False
sjmm_suf-1-01-2010-03-04114-0-000000013,False
sjmm_suf-1-01-2010-03-04114-0-000000014,False
sjmm_suf-1-01-2010-03-04114-0-000000015,False
sjmm_suf-1-01-2010-03-04117-0-000000001,False
sjmm_suf-1-01-2010-03-04117-0-000000002,False
sjmm_suf-1-01-2010-03-04117-0-000000003,False
sjmm_suf-1-01-2010-03-04117-0-000000004,False
sjmm_suf-1-01-2010-03-04117-0-000000005,False
sjmm_suf-1-01-2010-03-04119-0-000000001,False
sjmm_suf-1-01-2010-03-04119-0-000000002,False
sjmm_suf-1-01-2010-03-04119-0-000000003,False
sjmm_suf-1-01-2010-03-04119-0-000000004,Maybe
sjmm_suf-1-01-2010-03-04119-0-000000005,False
sjmm_suf-1-01-2010-03-04119-0-000000006,False
sjmm_suf-1-01-2010-03-04119-0-000000007,False
sjmm_suf-1-01-2010-03-04119-0-000000008,False
sjmm_suf-1-01-2010-03-04119-0-000000009,False
sjmm_suf-1-01-2010-03-04119-0-000000010,False
sjmm_suf-1-01-2010-03-04119-0-000000011,False
sjmm_suf-1-01-2010-03-04119-0-000000012,False
sjmm_suf-1-01-2010-03-04119-0-000000013,False
sjmm_suf-1-01-2010-03-04119-0-000000014,False
sjmm_suf-1-01-2010-03-04119-0-000000015,False
sjmm_suf-1-01-2010-03-04119-0-000000016,False
sjmm_suf-1-01-2010-03-04119-0-000000017,False
sjmm_suf-1-01-2010-03-04119-0-000000018,False
sjmm_suf-1-01-2010-03-04122-0-000000001,False
sjmm_suf-1-01-2010-03-04122-0-000000002,False
sjmm_suf-1-01-2010-03-04123-0-000000001,False
sjmm_suf-1-01-2010-03-04123-0-000000002,False
sjmm_suf-1-01-2010-03-04201-0-000000001,False
sjmm_suf-1-01-2010-03-04201-0-000000002,False
sjmm_suf-1-01-2010-03-04201-0-000000003,False
sjmm_suf-1-01-2010-03-04201-0-000000004,False
sjmm_suf-1-01-2010-03-04201-0-000000005,False
sjmm_suf-1-01-2010-03-04201-0-000000006,True
sjmm_suf-1-01-2010-03-04201-0-000000007,False
sjmm_suf-1-01-2010-03-04201-0-000000008,False
sjmm_suf-1-01-2010-03-04201-0-000000009,False
sjmm_suf-1-01-2010-03-04215-0-000000001,False
sjmm_suf-1-01-2010-03-04215-0-000000002,False
sjmm_suf-1-01-2010-03-04216-0-000000001,False
sjmm_suf-1-01-2010-03-04216-0-000000002,False
sjmm_suf-1-01-2010-03-04216-0-000000003,False
sjmm_suf-1-01-2010-03-04216-0-000000004,False
sjmm_suf-1-01-2010-03-04216-0-000000005,False
sjmm_suf-1-01-2010-03-04216-0-000000006,False
sjmm_suf-1-01-2010-03-04216-0-000000007,False
sjmm_suf-1-01-2010-03-04221-0-000000001,False
sjmm_suf-1-01-2010-03-04221-0-000000002,False
sjmm_suf-1-01-2010-03-04221-0-000000003,False
sjmm_suf-1-01-2010-03-04221-0-000000004,False
sjmm_suf-1-01-2010-03-04221-0-000000005,False
sjmm_suf-1-01-2010-03-04221-0-000000006,False
sjmm_suf-1-01-2010-03-04221-0-000000007,False
sjmm_suf-1-01-2010-03-04221-0-000000008,False
sjmm_suf-1-01-2010-03-04221-0-000000009,False
sjmm_suf-1-01-2010-03-04221-0-000000010,False
sjmm_suf-1-01-2010-03-04221-0-000000011,False
sjmm_suf-1-01-2010-03-04221-0-000000012,False
sjmm_suf-1-01-2010-03-04222-0-000000001,False
sjmm_suf-1-01-2010-03-04222-0-000000002,False
sjmm_suf-1-01-2010-03-04222-0-000000003,False
sjmm_suf-1-01-2010-03-04222-0-000000004,False
sjmm_suf-1-01-2010-03-04222-0-000000005,False
sjmm_suf-1-01-2010-03-04222-0-000000006,False
